
¿ì¸®³ª¶ó±âÈÄÆò³â°ª
[°Ë»öÁ¶°Ç]
°Ë»ö±¸ºÐ : ÀÏº°Æò³â°ª
, ÁöÁ¡¸í : ÀüÃ¼
, ±â°£ : 1971~2000³â
ÁöÁ¡¸í,ÀÏ½Ã,ÇØ¸é±â¾Ð(hPa),Æò±Õ±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±ÕÇ³¼Ó(m/sec),°­¼ö·®(mm),½Àµµ(%),Àü¿î·®(1/10),¼ÒÇüÁõ¹ß·®(mm),ÀÏÁ¶½Ã°£(hr)
ÀÎÃµ,02-28,    1020.8,       1.4,       5.4,      -2.0,       4.5,       1.9,      64.8,       4.5,       2.1,       6.0
ÀÎÃµ,02-29,    1018.7,       1.5,       4.6,      -1.4,       4.4,       2.1,      64.9,       5.8,       1.9,       4.6
ÀÎÃµ,03-01,    1021.8,       1.6,       6.0,      -1.7,       4.4,       0.4,      61.9,       3.4,       2.2,       7.0
ÀÎÃµ,03-02,    1021.8,       1.9,       6.0,      -1.4,       3.9,       2.2,      66.8,       3.8,       2.3,       6.8
ÀÎÃµ,03-03,    1021.3,       2.2,       6.6,      -1.1,       3.8,       3.3,      69.7,       3.7,       2.4,       6.8
ÀÎÃµ,03-04,    1020.1,       2.7,       6.9,      -0.5,       4.0,       0.9,      66.4,       4.2,       2.6,       6.6
ÀÎÃµ,03-05,    1020.0,       2.5,       6.9,      -0.8,       4.0,       0.9,      66.2,       3.5,       2.4,       6.9
ÀÎÃµ,03-06,    1020.5,       2.5,       6.6,      -0.9,       4.0,       1.2,      66.5,       4.3,       2.2,       6.3
ÀÎÃµ,03-07,    1021.4,       3.3,       7.7,       0.0,       4.1,       0.8,      64.5,       3.8,       2.5,       7.0
ÀÎÃµ,03-08,    1021.6,       3.4,       7.7,      -0.1,       3.8,       0.9,      67.0,       4.2,       2.5,       6.6
ÀÎÃµ,03-09,    1020.4,       3.2,       7.0,       0.0,       4.3,       3.4,      67.0,       5.8,       2.1,       5.3
ÀÎÃµ,03-10,    1020.9,       3.0,       6.9,       0.0,       4.5,       0.7,      65.1,       3.7,       2.4,       7.3
ÀÎÃµ,03-11,    1020.0,       3.1,       7.2,       0.1,       4.0,       1.7,      67.7,       4.8,       2.3,       6.3
ÀÎÃµ,03-12,    1020.3,       3.5,       8.1,       0.2,       4.0,       0.3,      64.6,       4.0,       2.5,       7.6
ÀÎÃµ,03-13,    1020.7,       4.2,       9.1,       0.4,       3.5,       0.2,      64.7,       4.0,       2.5,       7.0
ÀÎÃµ,03-14,    1020.1,       4.5,       8.8,       1.0,       4.1,       0.7,      65.2,       4.8,       2.6,       6.1
ÀÎÃµ,03-15,    1020.0,       4.7,       9.0,       1.3,       4.0,       0.4,      64.5,       4.5,       2.7,       7.0
ÀÎÃµ,03-16,    1018.7,       4.6,       8.7,       1.5,       4.1,       2.5,      68.2,       5.4,       2.5,       5.2
ÀÎÃµ,03-17,    1019.7,       4.3,       8.7,       1.0,       3.8,       0.4,      66.1,       3.9,       2.7,       7.4
ÀÎÃµ,03-18,    1020.3,       4.6,       9.3,       1.0,       3.9,       2.0,      66.8,       4.2,       2.7,       6.5
ÀÎÃµ,03-19,    1019.9,       5.3,       9.8,       1.7,       4.0,       1.9,      65.6,       4.1,       2.9,       7.2
ÀÎÃµ,03-20,    1019.5,       5.7,      10.5,       2.2,       3.7,       0.9,      64.9,       4.8,       2.7,       6.3
ÀÎÃµ,03-21,    1019.9,       5.7,      10.3,       2.3,       4.0,       0.5,      64.1,       4.7,       2.8,       7.1
ÀÎÃµ,03-22,    1020.3,       5.6,      10.2,       2.3,       3.6,       1.0,      67.5,       4.9,       2.6,       6.5
ÀÎÃµ,03-23,    1019.5,       5.7,      10.1,       2.2,       4.4,       1.5,      65.9,       4.8,       2.6,       5.7
ÀÎÃµ,03-24,    1019.1,       4.7,       8.3,       1.6,       5.0,       1.5,      64.5,       5.1,       2.7,       5.8
ÀÎÃµ,03-25,    1019.8,       5.0,       9.4,       1.5,       4.3,       1.6,      62.8,       3.9,       3.0,       7.8
ÀÎÃµ,03-26,    1019.6,       5.9,      10.7,       2.3,       3.8,       1.8,      64.9,       3.9,       2.8,       7.6
ÀÎÃµ,03-27,    1019.7,       6.6,      11.5,       3.0,       3.5,       0.6,      68.1,       4.1,       3.0,       7.7
ÀÎÃµ,03-28,    1019.1,       7.3,      12.1,       3.8,       3.8,       0.5,      65.6,       4.7,       3.0,       7.1
ÀÎÃµ,03-29,    1017.8,       7.7,      12.2,       4.3,       3.8,       2.4,      66.9,       5.5,       3.1,       6.1
ÀÎÃµ,03-30,    1016.3,       7.5,      11.9,       4.2,       4.1,       2.8,      64.7,       5.1,       3.0,       6.2
ÀÎÃµ,03-31,    1017.4,       6.8,      11.1,       3.6,       4.1,       0.9,      63.0,       4.2,       3.3,       7.4
ÀÎÃµ,04-01,    1018.4,       6.6,      11.2,       3.1,       4.1,       1.1,      63.0,       3.8,       3.3,       7.7
ÀÎÃµ,04-02,    1018.9,       6.5,      11.0,       3.2,       4.0,       1.0,      63.4,       3.8,       3.4,       8.1
ÀÎÃµ,04-03,    1018.6,       7.5,      12.0,       3.9,       4.1,       1.4,      63.3,       4.5,       3.6,       7.1
ÀÎÃµ,04-04,    1018.1,       8.5,      13.5,       4.6,       3.7,       0.3,      62.3,       3.7,       4.0,       8.2
ÀÎÃµ,04-05,    1016.7,       9.0,      13.8,       5.3,       3.8,       6.4,      69.0,       4.7,       3.4,       7.0
ÀÎÃµ,04-06,    1015.9,       9.3,      14.4,       5.6,       4.1,       2.9,      65.9,       4.8,       3.7,       6.6
ÀÎÃµ,04-07,    1015.8,       9.6,      14.3,       6.0,       3.9,       3.7,      66.7,       4.6,       3.6,       7.0
ÀÎÃµ,04-08,    1015.5,       9.8,      14.3,       6.3,       4.1,       0.7,      68.0,       5.1,       3.6,       6.7
ÀÎÃµ,04-09,    1016.2,      10.0,      15.0,       6.3,       4.2,       1.3,      63.8,       4.2,       4.1,       7.7
ÀÎÃµ,04-10,    1016.1,       9.6,      14.4,       6.0,       4.2,       1.6,      65.8,       4.1,       4.1,       7.6
ÀÎÃµ,04-11,    1016.5,      10.1,      15.0,       5.8,       3.9,       1.0,      62.6,       4.6,       4.0,       7.3
ÀÎÃµ,04-12,    1015.3,      10.2,      15.3,       6.4,       3.9,       6.3,      67.6,       4.5,       4.0,       7.5
ÀÎÃµ,04-13,    1015.3,       9.9,      14.9,       6.3,       4.3,       4.1,      67.2,       4.4,       4.0,       7.5
ÀÎÃµ,04-14,    1015.7,      10.2,      14.9,       6.7,       3.9,       1.5,      66.2,       4.5,       3.8,       7.2
ÀÎÃµ,04-15,    1014.3,      10.6,      15.3,       7.0,       3.8,       3.2,      67.6,       4.9,       4.1,       7.7
ÀÎÃµ,04-16,    1014.6,      10.1,      14.0,       7.1,       3.7,       0.9,      71.7,       5.5,       3.9,       5.6
ÀÎÃµ,04-17,    1014.5,      10.7,      15.5,       6.9,       4.1,       1.9,      67.9,       4.6,       4.0,       6.9
ÀÎÃµ,04-18,    1014.4,      11.2,      16.4,       7.4,       4.2,       1.5,      65.8,       4.5,       4.5,       7.6
ÀÎÃµ,04-19,    1013.8,      11.6,      16.6,       7.7,       4.1,       2.2,      67.2,       3.5,       4.4,       8.2
ÀÎÃµ,04-20,    1014.6,      12.4,      17.4,       8.5,       4.0,       0.7,      62.1,       4.2,       4.6,       7.9
ÀÎÃµ,04-21,    1013.4,      12.7,      18.1,       8.6,       4.0,       2.8,      63.3,       4.4,       4.5,       7.4
ÀÎÃµ,04-22,    1013.2,      12.1,      16.3,       8.8,       3.6,       2.1,      69.4,       5.0,       4.2,       6.8
ÀÎÃµ,04-23,    1013.3,      12.7,      17.7,       8.8,       4.2,       2.0,      65.2,       3.8,       4.6,       8.7
ÀÎÃµ,04-24,    1013.7,      12.4,      17.0,       8.8,       4.2,       5.6,      69.4,       4.5,       4.5,       7.8
ÀÎÃµ,04-25,    1014.6,      12.9,      17.6,       9.2,       3.8,       0.8,      66.9,       4.7,       4.2,       6.9
ÀÎÃµ,04-26,    1013.9,      12.4,      17.4,       9.0,       4.1,       3.7,      68.9,       4.9,       4.5,       6.9
ÀÎÃµ,04-27,    1013.9,      12.8,      17.7,       9.3,       3.6,       1.6,      68.1,       5.2,       4.7,       7.1
ÀÎÃµ,04-28,    1012.8,      12.8,      17.1,       9.5,       3.6,       4.2,      72.9,       6.0,       3.7,       5.9
ÀÎÃµ,04-29,    1012.7,      13.7,      18.8,       9.9,       3.8,       2.1,      67.7,       4.6,       4.5,       8.1
ÀÎÃµ,04-30,    1012.5,      13.9,      18.3,      10.3,       3.7,       2.2,      71.0,       5.3,       4.2,       6.5
ÀÎÃµ,05-01,    1012.3,      13.7,      17.9,      10.4,       4.2,       2.5,      68.3,       5.4,       4.4,       6.6
ÀÎÃµ,05-02,    1013.1,      13.2,      18.2,       9.7,       3.8,       2.7,      68.9,       4.9,       4.4,       7.5
ÀÎÃµ,05-03,    1013.4,      13.7,      18.3,       9.9,       3.7,       5.3,      69.6,       5.1,       4.0,       7.3
ÀÎÃµ,05-04,    1012.5,      13.8,      18.5,      10.2,       3.9,       1.1,      68.0,       4.5,       4.8,       8.0
ÀÎÃµ,05-05,    1012.3,      14.3,      19.5,      10.2,       4.0,       1.3,      66.8,       4.1,       5.2,       8.8
ÀÎÃµ,05-06,    1012.4,      14.3,      18.7,      10.8,       3.7,       4.2,      69.6,       4.5,       4.5,       7.4
ÀÎÃµ,05-07,    1011.0,      14.6,      19.3,      11.0,       3.9,       6.7,      72.0,       5.2,       4.4,       7.2
ÀÎÃµ,05-08,    1011.7,      14.2,      18.7,      10.7,       3.6,       3.6,      71.1,       4.6,       4.4,       8.0
ÀÎÃµ,05-09,    1012.4,      15.3,      20.5,      11.4,       3.6,       0.5,      65.8,       4.3,       5.1,       8.9
ÀÎÃµ,05-10,    1013.0,      15.5,      20.0,      12.1,       3.5,       3.4,      69.0,       4.9,       4.5,       7.2
ÀÎÃµ,05-11,    1013.3,      15.6,      20.3,      11.9,       3.4,       1.9,      67.8,       4.6,       4.8,       8.0
ÀÎÃµ,05-12,    1013.1,      16.1,      20.7,      12.4,       3.2,       6.3,      71.3,       5.1,       4.5,       7.9
ÀÎÃµ,05-13,    1011.5,      15.2,      19.4,      12.2,       3.4,      10.9,      75.0,       6.3,       3.8,       5.5
ÀÎÃµ,05-14,    1011.2,      15.2,      20.1,      11.2,       3.4,       5.6,      71.5,       5.3,       4.7,       7.7
ÀÎÃµ,05-15,    1011.5,      15.5,      20.1,      11.9,       3.3,       1.1,      67.6,       5.2,       4.6,       6.6
ÀÎÃµ,05-16,    1011.1,      15.4,      19.8,      12.0,       3.8,       1.8,      70.1,       5.2,       4.9,       8.0
ÀÎÃµ,05-17,    1011.8,      15.7,      20.7,      11.6,       3.6,       1.1,      67.4,       3.7,       5.3,       9.4
ÀÎÃµ,05-18,    1011.2,      15.7,      19.9,      12.4,       3.5,       2.7,      71.8,       5.6,       3.9,       6.8
ÀÎÃµ,05-19,    1010.1,      16.0,      20.3,      12.5,       3.2,       4.2,      74.6,       5.7,       4.2,       7.1
ÀÎÃµ,05-20,    1010.5,      16.3,      21.2,      12.5,       3.5,       1.7,      71.3,       4.5,       4.9,       8.4
ÀÎÃµ,05-21,    1011.0,      16.9,      21.7,      13.1,       3.2,       0.5,      69.9,       4.3,       5.3,       8.9
ÀÎÃµ,05-22,    1011.4,      16.8,      21.9,      13.3,       2.9,       1.8,      71.1,       3.6,       5.4,       9.3
ÀÎÃµ,05-23,    1011.5,      17.5,      22.4,      13.6,       3.0,       1.0,      69.8,       5.2,       5.5,       9.0
ÀÎÃµ,05-24,    1010.8,      17.4,      21.8,      13.8,       2.9,       4.3,      71.6,       5.5,       4.4,       7.5
ÀÎÃµ,05-25,    1010.9,      16.8,      21.1,      13.7,       3.0,       7.1,      75.6,       5.8,       4.0,       6.3
ÀÎÃµ,05-26,    1010.7,      17.6,      22.2,      13.9,       3.0,       2.0,      72.7,       5.8,       4.2,       7.5
ÀÎÃµ,05-27,    1010.5,      17.8,      22.3,      14.2,       3.1,       1.3,      71.7,       5.0,       5.2,       8.2
ÀÎÃµ,05-28,    1009.5,      17.7,      22.5,      14.4,       3.2,       0.4,      71.7,       5.4,       4.8,       7.7
ÀÎÃµ,05-29,    1008.7,      18.1,      22.4,      14.6,       3.0,       0.6,      74.6,       5.8,       4.9,       7.1
ÀÎÃµ,05-30,    1009.0,      18.5,      23.4,      14.5,       3.1,       1.6,      70.5,       4.8,       5.2,       8.8
ÀÎÃµ,05-31,    1009.0,      17.8,      22.9,      14.2,       3.4,       2.0,      73.3,       5.3,       4.9,       7.4
ÀÎÃµ,06-01,    1009.1,      17.9,      22.4,      14.7,       3.3,       4.3,      74.8,       6.0,       4.4,       6.4
ÀÎÃµ,06-02,    1007.5,      18.2,      22.7,      14.8,       3.1,       5.0,      77.9,       5.7,       4.2,       6.8
ÀÎÃµ,06-03,    1008.0,      18.1,      22.6,      14.8,       2.9,       2.1,      76.9,       5.8,       4.6,       6.8
ÀÎÃµ,06-04,    1008.7,      18.9,      23.7,      15.3,       2.8,       3.2,      73.7,       5.4,       4.7,       7.6
ÀÎÃµ,06-05,    1009.4,      18.8,      23.9,      15.3,       2.9,       2.0,      75.5,       4.8,       5.1,       8.2
ÀÎÃµ,06-06,    1009.8,      19.2,      24.2,      15.5,       2.7,       1.0,      72.9,       5.2,       4.7,       7.8
ÀÎÃµ,06-07,    1009.0,      19.8,      24.5,      16.1,       2.6,       1.5,      69.8,       5.3,       5.1,       7.8
ÀÎÃµ,06-08,    1007.5,      19.7,      24.4,      16.3,       3.0,       3.8,      72.4,       5.7,       4.7,       7.5
ÀÎÃµ,06-09,    1007.9,      19.5,      23.5,      16.4,       3.0,       2.2,      76.3,       6.3,       4.1,       6.5
ÀÎÃµ,06-10,    1008.4,      19.4,      23.9,      16.3,       3.0,       3.2,      77.8,       5.7,       4.6,       7.0
ÀÎÃµ,06-11,    1008.8,      19.9,      24.5,      16.5,       3.0,       1.9,      76.2,       5.2,       5.1,       8.3
ÀÎÃµ,06-12,    1007.9,      20.1,      24.6,      16.8,       2.9,       2.0,      75.1,       5.7,       4.9,       7.5
ÀÎÃµ,06-13,    1007.8,      20.4,      25.3,      16.8,       2.8,       1.6,      73.1,       5.1,       5.3,       8.0
ÀÎÃµ,06-14,    1008.0,      20.7,      25.4,      17.3,       2.7,       2.7,      71.5,       5.0,       5.3,       7.8
ÀÎÃµ,06-15,    1007.7,      21.0,      25.7,      17.5,       2.6,       0.4,      74.1,       5.6,       5.0,       7.8
ÀÎÃµ,06-16,    1007.2,      20.9,      25.5,      17.6,       2.5,       3.9,      76.6,       5.8,       4.8,       7.5
ÀÎÃµ,06-17,    1006.6,      20.9,      25.5,      17.6,       2.5,       3.9,      77.1,       6.3,       4.8,       6.9
ÀÎÃµ,06-18,    1007.2,      20.9,      25.4,      17.6,       2.8,       5.0,      75.1,       5.9,       5.0,       7.1
ÀÎÃµ,06-19,    1007.7,      20.8,      25.4,      17.6,       2.6,       2.6,      76.4,       6.7,       4.5,       6.2
ÀÎÃµ,06-20,    1007.3,      20.6,      24.8,      17.7,       2.7,       3.2,      78.3,       6.3,       4.7,       6.5
ÀÎÃµ,06-21,    1007.4,      21.2,      25.7,      17.9,       2.7,       4.4,      77.4,       6.2,       4.7,       7.2
ÀÎÃµ,06-22,    1007.0,      21.3,      25.5,      18.3,       2.4,       2.8,      78.0,       6.4,       4.7,       5.9
ÀÎÃµ,06-23,    1006.4,      21.6,      25.9,      18.2,       2.4,       1.5,      77.3,       6.5,       4.9,       6.9
ÀÎÃµ,06-24,    1006.3,      21.8,      25.8,      18.7,       2.5,       6.0,      77.2,       6.7,       4.5,       6.1
ÀÎÃµ,06-25,    1005.8,      21.8,      25.6,      19.0,       2.9,      14.6,      79.3,       7.0,       4.4,       5.8
ÀÎÃµ,06-26,    1005.7,      21.7,      25.6,      19.0,       3.2,       4.2,      80.5,       6.7,       4.4,       6.0
ÀÎÃµ,06-27,    1005.9,      21.4,      25.1,      18.8,       2.8,       5.5,      82.3,       7.0,       4.3,       5.7
ÀÎÃµ,06-28,    1005.7,      21.9,      26.1,      18.9,       2.4,       1.9,      80.8,       6.7,       4.6,       6.2
ÀÎÃµ,06-29,    1005.6,      22.2,      26.2,      19.3,       2.5,       6.0,      82.0,       6.9,       4.1,       5.4
ÀÎÃµ,06-30,    1005.4,      22.1,      25.6,      19.5,       3.1,       8.4,      81.4,       7.3,       3.8,       5.1
ÀÎÃµ,07-01,    1006.0,      22.1,      26.1,      19.4,       2.9,      12.9,      81.5,       7.6,       4.2,       5.2
ÀÎÃµ,07-02,    1005.7,      22.2,      26.0,      19.5,       3.1,       9.4,      82.3,       7.6,       3.9,       4.5
ÀÎÃµ,07-03,    1006.2,      22.3,      25.8,      19.7,       3.0,       8.2,      82.4,       7.7,       4.0,       4.7
ÀÎÃµ,07-04,    1006.6,      22.4,      25.8,      19.9,       2.9,       4.9,      82.6,       7.2,       3.8,       5.2
ÀÎÃµ,07-05,    1006.5,      22.8,      26.9,      20.0,       2.6,       4.6,      81.3,       6.3,       4.8,       6.6
ÀÎÃµ,07-06,    1005.9,      22.9,      26.8,      20.3,       2.7,       4.2,      81.9,       6.8,       4.7,       5.7
ÀÎÃµ,07-07,    1005.3,      23.0,      26.8,      20.2,       3.3,       7.0,      81.1,       6.7,       4.5,       6.0
ÀÎÃµ,07-08,    1005.8,      22.8,      26.1,      20.3,       3.3,      15.1,      82.3,       6.7,       3.7,       5.1
ÀÎÃµ,07-09,    1006.0,      22.9,      26.2,      20.4,       2.8,      11.5,      83.2,       7.1,       3.8,       5.0
ÀÎÃµ,07-10,    1005.7,      23.0,      26.3,      20.5,       3.0,      13.1,      83.9,       7.8,       3.4,       4.0
ÀÎÃµ,07-11,    1005.5,      22.9,      26.1,      20.6,       2.8,      12.2,      83.8,       7.9,       3.7,       4.0
ÀÎÃµ,07-12,    1005.8,      23.0,      26.7,      20.3,       2.8,      11.3,      82.6,       7.3,       4.1,       5.3
ÀÎÃµ,07-13,    1005.9,      23.3,      26.9,      20.8,       3.0,       6.2,      82.7,       7.3,       4.1,       4.7
ÀÎÃµ,07-14,    1005.8,      23.5,      27.1,      20.9,       2.8,       9.9,      83.4,       7.3,       3.7,       5.0
ÀÎÃµ,07-15,    1005.6,      23.7,      27.0,      21.4,       2.9,      11.0,      84.9,       8.3,       3.3,       4.4
ÀÎÃµ,07-16,    1004.8,      23.5,      26.7,      21.4,       3.3,       9.1,      85.4,       8.1,       3.6,       4.0
ÀÎÃµ,07-17,    1005.5,      23.7,      27.2,      21.1,       2.9,      10.1,      83.4,       6.8,       4.3,       5.9
ÀÎÃµ,07-18,    1006.1,      24.6,      28.4,      21.7,       2.6,       2.5,      79.7,       6.6,       4.7,       6.5
ÀÎÃµ,07-19,    1006.6,      24.3,      27.9,      21.6,       2.8,       8.6,      82.4,       7.5,       4.2,       4.6
ÀÎÃµ,07-20,    1007.5,      24.7,      28.0,      22.1,       2.8,       6.3,      82.0,       7.2,       4.0,       5.0
ÀÎÃµ,07-21,    1007.5,      25.0,      28.4,      22.6,       3.0,       7.9,      83.1,       7.1,       4.0,       5.1
ÀÎÃµ,07-22,    1006.6,      24.8,      28.2,      22.3,       3.1,       7.5,      83.7,       7.1,       4.3,       5.5
ÀÎÃµ,07-23,    1006.3,      25.3,      29.1,      22.4,       3.0,       1.0,      79.7,       6.4,       5.4,       6.7
ÀÎÃµ,07-24,    1006.2,      25.2,      28.5,      22.7,       3.3,       7.1,      80.5,       6.5,       4.9,       5.9
ÀÎÃµ,07-25,    1006.1,      24.8,      28.2,      22.6,       3.2,      11.1,      82.9,       7.1,       4.1,       5.2
ÀÎÃµ,07-26,    1006.4,      25.6,      29.3,      22.5,       3.2,       7.2,      80.6,       6.7,       4.6,       6.0
ÀÎÃµ,07-27,    1007.1,      25.5,      28.8,      23.1,       3.1,      16.9,      82.2,       7.6,       4.1,       4.3
ÀÎÃµ,07-28,    1007.3,      25.6,      29.4,      23.3,       2.8,       9.9,      83.4,       6.8,       4.3,       5.9
ÀÎÃµ,07-29,    1006.4,      25.6,      29.1,      23.1,       2.9,       5.4,      82.2,       6.7,       4.4,       5.7
ÀÎÃµ,07-30,    1005.9,      25.6,      29.3,      23.0,       3.2,       4.3,      82.4,       6.4,       4.7,       6.6
ÀÎÃµ,07-31,    1006.6,      26.0,      29.9,      23.3,       3.3,       5.1,      81.2,       5.3,       5.1,       7.8
ÀÎÃµ,08-01,    1007.1,      25.9,      29.5,      23.4,       3.0,      10.2,      81.5,       5.9,       4.7,       6.3
ÀÎÃµ,08-02,    1007.5,      25.4,      28.8,      22.9,       2.9,      17.3,      82.7,       6.7,       4.3,       5.5
ÀÎÃµ,08-03,    1007.1,      25.5,      29.0,      22.9,       3.2,       9.3,      82.3,       6.2,       4.9,       6.1
ÀÎÃµ,08-04,    1006.7,      25.3,      28.9,      22.8,       3.1,      14.1,      81.6,       6.3,       4.8,       6.6
ÀÎÃµ,08-05,    1006.6,      25.3,      29.1,      22.6,       3.1,       4.5,      80.1,       6.2,       4.8,       6.0
ÀÎÃµ,08-06,    1006.8,      25.3,      28.8,      22.7,       2.8,       8.5,      81.4,       5.7,       4.4,       7.0
ÀÎÃµ,08-07,    1006.7,      25.4,      28.9,      22.7,       2.8,       8.7,      81.5,       6.5,       4.4,       5.8
ÀÎÃµ,08-08,    1007.1,      25.7,      29.5,      23.1,       2.7,       5.5,      80.5,       6.2,       4.8,       6.8
ÀÎÃµ,08-09,    1007.3,      25.7,      29.5,      22.9,       2.7,       6.2,      80.1,       6.0,       4.9,       7.4
ÀÎÃµ,08-10,    1007.1,      25.4,      29.1,      22.8,       2.7,      10.2,      80.1,       5.9,       4.8,       6.9
ÀÎÃµ,08-11,    1007.3,      25.5,      29.7,      22.7,       2.7,       6.6,      79.6,       4.6,       5.2,       8.5
ÀÎÃµ,08-12,    1007.9,      25.7,      29.9,      22.5,       2.3,       7.6,      79.5,       4.9,       4.9,       8.1
ÀÎÃµ,08-13,    1007.2,      25.7,      29.5,      22.8,       2.5,      11.1,      80.4,       5.0,       4.7,       7.4
ÀÎÃµ,08-14,    1007.2,      25.8,      29.5,      23.1,       2.7,       8.6,      80.6,       6.3,       4.3,       6.2
ÀÎÃµ,08-15,    1007.7,      25.5,      29.4,      22.7,       2.8,       7.9,      78.7,       6.5,       4.4,       6.0
ÀÎÃµ,08-16,    1007.7,      25.3,      29.0,      22.3,       2.5,       6.9,      78.5,       6.3,       4.3,       5.6
ÀÎÃµ,08-17,    1007.2,      25.2,      29.2,      22.2,       2.6,       9.5,      80.3,       5.9,       4.3,       6.4
ÀÎÃµ,08-18,    1008.0,      25.3,      29.3,      22.4,       2.7,       8.3,      77.0,       5.7,       4.7,       6.6
ÀÎÃµ,08-19,    1008.2,      25.0,      28.6,      22.0,       2.6,      16.1,      79.0,       6.1,       4.2,       6.2
ÀÎÃµ,08-20,    1007.4,      24.8,      28.1,      22.2,       2.5,      10.9,      80.8,       6.6,       3.3,       4.5
ÀÎÃµ,08-21,    1006.7,      24.5,      28.3,      21.6,       2.9,       6.0,      79.4,       5.8,       4.7,       6.7
ÀÎÃµ,08-22,    1007.7,      24.5,      28.5,      21.5,       2.8,       1.9,      78.2,       5.4,       4.5,       7.1
ÀÎÃµ,08-23,    1008.4,      24.0,      27.9,      21.2,       2.6,       6.3,      79.6,       6.3,       4.4,       5.9
ÀÎÃµ,08-24,    1009.2,      24.0,      28.0,      21.1,       2.7,       8.4,      77.1,       6.4,       4.1,       6.4
ÀÎÃµ,08-25,    1009.2,      23.7,      27.4,      20.9,       2.6,      16.5,      80.5,       6.6,       3.7,       5.1
ÀÎÃµ,08-26,    1009.0,      24.1,      28.1,      21.1,       2.7,       8.4,      79.6,       6.2,       3.6,       6.2
ÀÎÃµ,08-27,    1008.6,      23.7,      27.2,      21.0,       3.0,      12.4,      80.4,       6.1,       3.9,       5.2
ÀÎÃµ,08-28,    1008.5,      23.5,      27.2,      20.7,       3.1,       9.7,      79.3,       6.1,       4.0,       5.4
ÀÎÃµ,08-29,    1008.7,      23.5,      27.3,      20.5,       3.0,       8.2,      79.9,       6.5,       3.3,       5.4
ÀÎÃµ,08-30,    1009.2,      23.8,      27.7,      20.8,       2.7,       9.6,      80.0,       6.0,       4.1,       5.8
ÀÎÃµ,08-31,    1009.6,      23.5,      27.2,      20.9,       2.9,      13.5,      81.6,       6.7,       3.6,       5.9
ÀÎÃµ,09-01,    1009.9,      23.4,      27.0,      20.5,       3.2,      20.5,      81.1,       6.3,       3.7,       5.4
ÀÎÃµ,09-02,    1009.0,      23.1,      26.4,      20.4,       3.3,       8.1,      81.0,       7.3,       3.1,       3.6
ÀÎÃµ,09-03,    1009.3,      23.1,      26.9,      20.3,       2.7,       3.6,      80.1,       6.0,       3.7,       6.0
ÀÎÃµ,09-04,    1010.3,      22.8,      26.6,      19.8,       2.6,       5.6,      76.3,       5.9,       3.8,       5.9
ÀÎÃµ,09-05,    1010.5,      22.4,      26.4,      19.3,       2.5,       8.9,      78.0,       5.4,       4.1,       7.0
ÀÎÃµ,09-06,    1010.9,      22.7,      26.9,      19.4,       2.3,       4.5,      78.6,       5.3,       4.2,       6.5
ÀÎÃµ,09-07,    1011.6,      22.6,      26.9,      19.1,       2.2,       1.4,      77.7,       4.7,       4.4,       7.6
ÀÎÃµ,09-08,    1012.0,      22.7,      27.0,      19.1,       2.4,       1.5,      75.1,       5.0,       4.1,       7.2
ÀÎÃµ,09-09,    1011.4,      21.8,      26.0,      18.4,       2.5,       3.1,      76.6,       6.2,       4.0,       6.0
ÀÎÃµ,09-10,    1011.0,      21.4,      25.5,      18.1,       2.5,       6.0,      76.9,       5.6,       3.8,       5.9
ÀÎÃµ,09-11,    1010.9,      21.3,      25.3,      17.9,       2.6,      10.2,      74.4,       5.1,       4.2,       6.7
ÀÎÃµ,09-12,    1012.1,      21.2,      25.7,      17.7,       2.4,       0.6,      71.9,       4.7,       4.4,       7.1
ÀÎÃµ,09-13,    1013.0,      21.0,      25.5,      17.3,       2.5,       1.3,      73.0,       5.1,       3.8,       6.6
ÀÎÃµ,09-14,    1013.2,      20.8,      25.1,      17.2,       2.5,       3.0,      74.9,       5.1,       3.9,       6.6
ÀÎÃµ,09-15,    1013.8,      20.7,      25.3,      16.9,       2.3,       3.3,      73.9,       4.5,       4.2,       7.7
ÀÎÃµ,09-16,    1013.8,      20.7,      25.5,      16.7,       2.5,       3.7,      71.9,       4.3,       4.0,       7.1
ÀÎÃµ,09-17,    1013.1,      20.3,      24.5,      16.4,       2.5,       3.7,      72.0,       4.7,       4.2,       6.7
ÀÎÃµ,09-18,    1013.1,      20.3,      24.8,      16.5,       2.5,       1.8,      70.6,       4.4,       4.3,       7.7
ÀÎÃµ,09-19,    1013.5,      20.0,      24.7,      15.9,       2.5,       3.0,      71.9,       4.3,       4.2,       7.5
ÀÎÃµ,09-20,    1014.5,      19.8,      24.3,      15.9,       2.7,       5.3,      74.0,       4.4,       3.9,       7.5
ÀÎÃµ,09-21,    1015.8,      19.5,      24.1,      15.5,       2.5,       5.4,      71.1,       4.2,       4.0,       7.1
ÀÎÃµ,09-22,    1016.5,      19.6,      24.9,      15.0,       2.3,       1.2,      70.4,       3.4,       4.4,       8.6
ÀÎÃµ,09-23,    1016.2,      19.4,      24.0,      15.5,       2.3,       1.7,      72.9,       4.6,       3.6,       6.7
ÀÎÃµ,09-24,    1014.7,      19.5,      24.1,      15.7,       2.4,       7.5,      77.0,       5.1,       3.6,       6.2
